i,simple/bagged,bias,variance,gen_error
3720,bagged,0.0,0.0,0.0
3721,bagged,1.7778,1.3333333333333335,3.111111111111111
3722,bagged,0.0,0.0,0.0
3723,bagged,1.7778,1.3333333333333335,3.111111111111111
3724,bagged,0.0,0.0,0.0
3725,bagged,0.0,0.0,0.0
3726,bagged,0.0,0.0,0.0
3727,bagged,0.4444,1.3333333333333335,1.7777777777777781
3728,bagged,0.0,0.0,0.0
3729,bagged,0.0,0.0,0.0
3730,bagged,0.0,0.0,0.0
3731,bagged,0.0,0.0,0.0
3732,bagged,1.7778,1.3333333333333335,3.111111111111111
3733,bagged,0.0,0.0,0.0
3734,bagged,0.4444,1.3333333333333335,1.7777777777777781
3735,bagged,0.0,0.0,0.0
3736,bagged,1.7778,1.3333333333333335,3.111111111111111
3737,bagged,0.0,0.0,0.0
3738,bagged,1.7778,1.3333333333333335,3.111111111111111
3739,bagged,1.7778,1.3333333333333335,3.111111111111111
3740,bagged,0.4444,1.3333333333333335,1.7777777777777781
3741,bagged,0.0,0.0,0.0
3742,bagged,0.0,0.0,0.0
3743,bagged,0.4444,1.3333333333333335,1.7777777777777781
3744,bagged,0.4444,1.3333333333333335,1.7777777777777781
3745,bagged,0.0,0.0,0.0
3746,bagged,0.0,0.0,0.0
3747,bagged,1.7778,1.3333333333333335,3.111111111111111
3748,bagged,0.0,0.0,0.0
3749,bagged,0.4444,1.3333333333333335,1.7777777777777781
3750,bagged,0.0,0.0,0.0
3751,bagged,0.4444,1.3333333333333335,1.7777777777777781
3752,bagged,0.0,0.0,0.0
3753,bagged,0.0,0.0,0.0
3754,bagged,0.0,0.0,0.0
3755,bagged,1.7778,1.3333333333333335,3.111111111111111
3756,bagged,0.0,0.0,0.0
3757,bagged,1.7778,1.3333333333333335,3.111111111111111
3758,bagged,0.0,0.0,0.0
3759,bagged,4.0,0.0,4.0
3760,bagged,0.0,0.0,0.0
3761,bagged,0.0,0.0,0.0
3762,bagged,0.0,0.0,0.0
3763,bagged,0.4444,1.3333333333333335,1.7777777777777781
3764,bagged,0.4444,1.3333333333333335,1.7777777777777781
3765,bagged,0.0,0.0,0.0
3766,bagged,0.4444,1.3333333333333335,1.7777777777777781
3767,bagged,0.4444,1.3333333333333335,1.7777777777777781
3768,bagged,0.4444,1.3333333333333335,1.7777777777777781
3769,bagged,0.0,0.0,0.0
3770,bagged,4.0,0.0,4.0
3771,bagged,0.0,0.0,0.0
3772,bagged,1.7778,1.3333333333333335,3.111111111111111
3773,bagged,0.4444,1.3333333333333335,1.7777777777777781
3774,bagged,0.0,0.0,0.0
3775,bagged,0.4444,1.3333333333333335,1.7777777777777781
3776,bagged,0.4444,1.3333333333333335,1.7777777777777781
3777,bagged,1.7778,1.3333333333333335,3.111111111111111
3778,bagged,0.4444,1.3333333333333335,1.7777777777777781
3779,bagged,0.0,0.0,0.0
3780,bagged,0.0,0.0,0.0
3781,bagged,1.7778,1.3333333333333335,3.111111111111111
3782,bagged,0.0,0.0,0.0
3783,bagged,0.0,0.0,0.0
3784,bagged,1.7778,1.3333333333333335,3.111111111111111
3785,bagged,0.0,0.0,0.0
3786,bagged,0.0,0.0,0.0
3787,bagged,0.4444,1.3333333333333335,1.7777777777777781
3788,bagged,1.7778,1.3333333333333335,3.111111111111111
3789,bagged,1.7778,1.3333333333333335,3.111111111111111
3790,bagged,0.0,0.0,0.0
3791,bagged,0.0,0.0,0.0
3792,bagged,0.0,0.0,0.0
3793,bagged,0.4444,1.3333333333333335,1.7777777777777781
3794,bagged,0.4444,1.3333333333333335,1.7777777777777781
3795,bagged,0.4444,1.3333333333333335,1.7777777777777781
3796,bagged,1.7778,1.3333333333333335,3.111111111111111
3797,bagged,0.4444,1.3333333333333335,1.7777777777777781
3798,bagged,0.4444,1.3333333333333335,1.7777777777777781
3799,bagged,1.7778,1.3333333333333335,3.111111111111111
3800,bagged,0.4444,1.3333333333333335,1.7777777777777781
3801,bagged,0.4444,1.3333333333333335,1.7777777777777781
3802,bagged,0.0,0.0,0.0
3803,bagged,0.4444,1.3333333333333335,1.7777777777777781
3804,bagged,0.0,0.0,0.0
3805,bagged,0.4444,1.3333333333333335,1.7777777777777781
3806,bagged,0.0,0.0,0.0
3807,bagged,0.0,0.0,0.0
3808,bagged,0.4444,1.3333333333333335,1.7777777777777781
3809,bagged,1.7778,1.3333333333333335,3.111111111111111
3810,bagged,1.7778,1.3333333333333335,3.111111111111111
3811,bagged,0.4444,1.3333333333333335,1.7777777777777781
3812,bagged,0.4444,1.3333333333333335,1.7777777777777781
3813,bagged,0.4444,1.3333333333333335,1.7777777777777781
3814,bagged,0.4444,1.3333333333333335,1.7777777777777781
3815,bagged,0.0,0.0,0.0
3816,bagged,0.4444,1.3333333333333335,1.7777777777777781
3817,bagged,4.0,0.0,4.0
3818,bagged,0.0,0.0,0.0
3819,bagged,0.0,0.0,0.0
3820,bagged,0.4444,1.3333333333333335,1.7777777777777781
3821,bagged,0.4444,1.3333333333333335,1.7777777777777781
3822,bagged,0.0,0.0,0.0
3823,bagged,0.4444,1.3333333333333335,1.7777777777777781
3824,bagged,4.0,0.0,4.0
3825,bagged,0.4444,1.3333333333333335,1.7777777777777781
3826,bagged,0.0,0.0,0.0
3827,bagged,0.0,0.0,0.0
3828,bagged,0.0,0.0,0.0
3829,bagged,0.4444,1.3333333333333335,1.7777777777777781
3830,bagged,0.0,0.0,0.0
3831,bagged,0.0,0.0,0.0
3832,bagged,0.4444,1.3333333333333335,1.7777777777777781
3833,bagged,0.0,0.0,0.0
3834,bagged,4.0,0.0,4.0
3835,bagged,0.4444,1.3333333333333335,1.7777777777777781
3836,bagged,0.4444,1.3333333333333335,1.7777777777777781
3837,bagged,0.0,0.0,0.0
3838,bagged,0.0,0.0,0.0
3839,bagged,0.0,0.0,0.0
3840,bagged,0.4444,1.3333333333333335,1.7777777777777781
3841,bagged,0.0,0.0,0.0
3842,bagged,0.4444,1.3333333333333335,1.7777777777777781
3843,bagged,0.4444,1.3333333333333335,1.7777777777777781
3844,bagged,0.4444,1.3333333333333335,1.7777777777777781
3845,bagged,0.4444,1.3333333333333335,1.7777777777777781
3846,bagged,0.0,0.0,0.0
3847,bagged,0.4444,1.3333333333333335,1.7777777777777781
3848,bagged,0.0,0.0,0.0
3849,bagged,0.0,0.0,0.0
3850,bagged,0.0,0.0,0.0
3851,bagged,0.0,0.0,0.0
3852,bagged,0.0,0.0,0.0
3853,bagged,0.0,0.0,0.0
3854,bagged,4.0,0.0,4.0
3855,bagged,0.4444,1.3333333333333335,1.7777777777777781
3856,bagged,0.4444,1.3333333333333335,1.7777777777777781
3857,bagged,0.0,0.0,0.0
3858,bagged,0.0,0.0,0.0
3859,bagged,0.4444,1.3333333333333335,1.7777777777777781
3860,bagged,0.0,0.0,0.0
3861,bagged,0.0,0.0,0.0
3862,bagged,0.0,0.0,0.0
3863,bagged,0.4444,1.3333333333333335,1.7777777777777781
3864,bagged,0.0,0.0,0.0
3865,bagged,0.4444,1.3333333333333335,1.7777777777777781
3866,bagged,0.4444,1.3333333333333335,1.7777777777777781
3867,bagged,0.4444,1.3333333333333335,1.7777777777777781
3868,bagged,0.0,0.0,0.0
3869,bagged,1.7778,1.3333333333333335,3.111111111111111
3870,bagged,0.0,0.0,0.0
3871,bagged,0.0,0.0,0.0
3872,bagged,1.7778,1.3333333333333335,3.111111111111111
3873,bagged,0.0,0.0,0.0
3874,bagged,1.7778,1.3333333333333335,3.111111111111111
3875,bagged,0.4444,1.3333333333333335,1.7777777777777781
3876,bagged,0.4444,1.3333333333333335,1.7777777777777781
3877,bagged,0.0,0.0,0.0
3878,bagged,0.4444,1.3333333333333335,1.7777777777777781
3879,bagged,0.0,0.0,0.0
3880,bagged,0.0,0.0,0.0
3881,bagged,0.4444,1.3333333333333335,1.7777777777777781
3882,bagged,0.4444,1.3333333333333335,1.7777777777777781
3883,bagged,0.4444,1.3333333333333335,1.7777777777777781
3884,bagged,0.4444,1.3333333333333335,1.7777777777777781
3885,bagged,0.0,0.0,0.0
3886,bagged,0.0,0.0,0.0
3887,bagged,1.7778,1.3333333333333335,3.111111111111111
3888,bagged,1.7778,1.3333333333333335,3.111111111111111
3889,bagged,0.4444,1.3333333333333335,1.7777777777777781
3890,bagged,0.0,0.0,0.0
3891,bagged,0.4444,1.3333333333333335,1.7777777777777781
3892,bagged,0.4444,1.3333333333333335,1.7777777777777781
3893,bagged,1.7778,1.3333333333333335,3.111111111111111
3894,bagged,0.4444,1.3333333333333335,1.7777777777777781
3895,bagged,0.0,0.0,0.0
3896,bagged,1.7778,1.3333333333333335,3.111111111111111
3897,bagged,0.4444,1.3333333333333335,1.7777777777777781
3898,bagged,0.0,0.0,0.0
3899,bagged,0.4444,1.3333333333333335,1.7777777777777781
3900,bagged,0.0,0.0,0.0
3901,bagged,0.4444,1.3333333333333335,1.7777777777777781
3902,bagged,0.0,0.0,0.0
3903,bagged,0.0,0.0,0.0
3904,bagged,0.0,0.0,0.0
3905,bagged,0.0,0.0,0.0
3906,bagged,0.0,0.0,0.0
3907,bagged,0.4444,1.3333333333333335,1.7777777777777781
3908,bagged,0.4444,1.3333333333333335,1.7777777777777781
3909,bagged,0.0,0.0,0.0
3910,bagged,1.7778,1.3333333333333335,3.111111111111111
3911,bagged,0.0,0.0,0.0
3912,bagged,0.4444,1.3333333333333335,1.7777777777777781
3913,bagged,0.4444,1.3333333333333335,1.7777777777777781
3914,bagged,4.0,0.0,4.0
3915,bagged,0.0,0.0,0.0
3916,bagged,0.0,0.0,0.0
3917,bagged,0.0,0.0,0.0
3918,bagged,0.0,0.0,0.0
3919,bagged,0.4444,1.3333333333333335,1.7777777777777781
3920,bagged,0.0,0.0,0.0
3921,bagged,0.4444,1.3333333333333335,1.7777777777777781
3922,bagged,0.0,0.0,0.0
3923,bagged,0.0,0.0,0.0
3924,bagged,1.7778,1.3333333333333335,3.111111111111111
3925,bagged,1.7778,1.3333333333333335,3.111111111111111
3926,bagged,1.7778,1.3333333333333335,3.111111111111111
3927,bagged,1.7778,1.3333333333333335,3.111111111111111
3928,bagged,0.4444,1.3333333333333335,1.7777777777777781
3929,bagged,0.4444,1.3333333333333335,1.7777777777777781
3930,bagged,0.4444,1.3333333333333335,1.7777777777777781
3931,bagged,0.4444,1.3333333333333335,1.7777777777777781
3932,bagged,0.4444,1.3333333333333335,1.7777777777777781
3933,bagged,0.4444,1.3333333333333335,1.7777777777777781
3934,bagged,0.0,0.0,0.0
3935,bagged,1.7778,1.3333333333333335,3.111111111111111
3936,bagged,0.4444,1.3333333333333335,1.7777777777777781
3937,bagged,4.0,0.0,4.0
3938,bagged,0.4444,1.3333333333333335,1.7777777777777781
3939,bagged,0.0,0.0,0.0
3940,bagged,0.0,0.0,0.0
3941,bagged,0.4444,1.3333333333333335,1.7777777777777781
3942,bagged,0.0,0.0,0.0
3943,bagged,0.4444,1.3333333333333335,1.7777777777777781
3944,bagged,0.0,0.0,0.0
3945,bagged,0.4444,1.3333333333333335,1.7777777777777781
3946,bagged,0.0,0.0,0.0
3947,bagged,0.4444,1.3333333333333335,1.7777777777777781
3948,bagged,0.4444,1.3333333333333335,1.7777777777777781
3949,bagged,1.7778,1.3333333333333335,3.111111111111111
3950,bagged,1.7778,1.3333333333333335,3.111111111111111
3951,bagged,0.0,0.0,0.0
3952,bagged,0.4444,1.3333333333333335,1.7777777777777781
3953,bagged,0.0,0.0,0.0
3954,bagged,0.4444,1.3333333333333335,1.7777777777777781
3955,bagged,0.4444,1.3333333333333335,1.7777777777777781
3956,bagged,0.0,0.0,0.0
3957,bagged,0.4444,1.3333333333333335,1.7777777777777781
3958,bagged,0.4444,1.3333333333333335,1.7777777777777781
3959,bagged,0.4444,1.3333333333333335,1.7777777777777781
3960,bagged,1.7778,1.3333333333333335,3.111111111111111
3961,bagged,0.4444,1.3333333333333335,1.7777777777777781
3962,bagged,0.4444,1.3333333333333335,1.7777777777777781
3963,bagged,1.7778,1.3333333333333335,3.111111111111111
3964,bagged,0.0,0.0,0.0
3965,bagged,0.0,0.0,0.0
3966,bagged,0.4444,1.3333333333333335,1.7777777777777781
3967,bagged,0.4444,1.3333333333333335,1.7777777777777781
3968,bagged,0.0,0.0,0.0
3969,bagged,4.0,0.0,4.0
3970,bagged,1.7778,1.3333333333333335,3.111111111111111
3971,bagged,0.0,0.0,0.0
3972,bagged,0.4444,1.3333333333333335,1.7777777777777781
3973,bagged,1.7778,1.3333333333333335,3.111111111111111
3974,bagged,0.0,0.0,0.0
3975,bagged,0.4444,1.3333333333333335,1.7777777777777781
3976,bagged,0.4444,1.3333333333333335,1.7777777777777781
3977,bagged,0.4444,1.3333333333333335,1.7777777777777781
3978,bagged,0.0,0.0,0.0
3979,bagged,0.4444,1.3333333333333335,1.7777777777777781
3980,bagged,0.0,0.0,0.0
3981,bagged,0.0,0.0,0.0
3982,bagged,0.0,0.0,0.0
3983,bagged,0.4444,1.3333333333333335,1.7777777777777781
3984,bagged,0.0,0.0,0.0
3985,bagged,0.0,0.0,0.0
3986,bagged,0.0,0.0,0.0
3987,bagged,1.7778,1.3333333333333335,3.111111111111111
3988,bagged,0.0,0.0,0.0
3989,bagged,0.4444,1.3333333333333335,1.7777777777777781
3990,bagged,0.0,0.0,0.0
3991,bagged,1.7778,1.3333333333333335,3.111111111111111
3992,bagged,0.4444,1.3333333333333335,1.7777777777777781
3993,bagged,0.4444,1.3333333333333335,1.7777777777777781
3994,bagged,0.0,0.0,0.0
3995,bagged,0.4444,1.3333333333333335,1.7777777777777781
3996,bagged,0.0,0.0,0.0
3997,bagged,0.4444,1.3333333333333335,1.7777777777777781
3998,bagged,0.0,0.0,0.0
3999,bagged,0.0,0.0,0.0
4000,bagged,4.0,0.0,4.0
4001,bagged,0.4444,1.3333333333333335,1.7777777777777781
4002,bagged,0.0,0.0,0.0
4003,bagged,0.4444,1.3333333333333335,1.7777777777777781
4004,bagged,0.0,0.0,0.0
4005,bagged,0.4444,1.3333333333333335,1.7777777777777781
4006,bagged,0.0,0.0,0.0
4007,bagged,0.4444,1.3333333333333335,1.7777777777777781
4008,bagged,0.4444,1.3333333333333335,1.7777777777777781
4009,bagged,0.4444,1.3333333333333335,1.7777777777777781
4010,bagged,0.0,0.0,0.0
4011,bagged,0.0,0.0,0.0
4012,bagged,0.0,0.0,0.0
4013,bagged,0.4444,1.3333333333333335,1.7777777777777781
4014,bagged,1.7778,1.3333333333333335,3.111111111111111
4015,bagged,0.0,0.0,0.0
4016,bagged,0.0,0.0,0.0
4017,bagged,1.7778,1.3333333333333335,3.111111111111111
4018,bagged,0.0,0.0,0.0
4019,bagged,0.0,0.0,0.0
4020,bagged,0.0,0.0,0.0
4021,bagged,0.0,0.0,0.0
4022,bagged,0.4444,1.3333333333333335,1.7777777777777781
4023,bagged,0.0,0.0,0.0
4024,bagged,1.7778,1.3333333333333335,3.111111111111111
4025,bagged,0.0,0.0,0.0
4026,bagged,0.4444,1.3333333333333335,1.7777777777777781
4027,bagged,0.0,0.0,0.0
4028,bagged,0.4444,1.3333333333333335,1.7777777777777781
4029,bagged,0.4444,1.3333333333333335,1.7777777777777781
4030,bagged,0.4444,1.3333333333333335,1.7777777777777781
4031,bagged,0.4444,1.3333333333333335,1.7777777777777781
4032,bagged,0.4444,1.3333333333333335,1.7777777777777781
4033,bagged,0.4444,1.3333333333333335,1.7777777777777781
4034,bagged,0.0,0.0,0.0
4035,bagged,0.0,0.0,0.0
4036,bagged,0.4444,1.3333333333333335,1.7777777777777781
4037,bagged,0.0,0.0,0.0
4038,bagged,0.0,0.0,0.0
4039,bagged,0.4444,1.3333333333333335,1.7777777777777781
4040,bagged,0.0,0.0,0.0
4041,bagged,1.7778,1.3333333333333335,3.111111111111111
4042,bagged,0.4444,1.3333333333333335,1.7777777777777781
4043,bagged,1.7778,1.3333333333333335,3.111111111111111
4044,bagged,1.7778,1.3333333333333335,3.111111111111111
4045,bagged,1.7778,1.3333333333333335,3.111111111111111
4046,bagged,0.0,0.0,0.0
4047,bagged,0.4444,1.3333333333333335,1.7777777777777781
4048,bagged,0.0,0.0,0.0
4049,bagged,0.0,0.0,0.0
4050,bagged,0.0,0.0,0.0
4051,bagged,0.0,0.0,0.0
4052,bagged,0.0,0.0,0.0
4053,bagged,0.0,0.0,0.0
4054,bagged,0.4444,1.3333333333333335,1.7777777777777781
4055,bagged,0.0,0.0,0.0
4056,bagged,0.4444,1.3333333333333335,1.7777777777777781
4057,bagged,0.0,0.0,0.0
4058,bagged,0.0,0.0,0.0
4059,bagged,0.0,0.0,0.0
4060,bagged,0.4444,1.3333333333333335,1.7777777777777781
4061,bagged,1.7778,1.3333333333333335,3.111111111111111
4062,bagged,0.0,0.0,0.0
4063,bagged,0.0,0.0,0.0
4064,bagged,1.7778,1.3333333333333335,3.111111111111111
4065,bagged,1.7778,1.3333333333333335,3.111111111111111
4066,bagged,0.4444,1.3333333333333335,1.7777777777777781
4067,bagged,0.0,0.0,0.0
4068,bagged,0.0,0.0,0.0
4069,bagged,0.0,0.0,0.0
4070,bagged,0.0,0.0,0.0
4071,bagged,0.0,0.0,0.0
4072,bagged,0.0,0.0,0.0
4073,bagged,4.0,0.0,4.0
4074,bagged,0.4444,1.3333333333333335,1.7777777777777781
4075,bagged,0.4444,1.3333333333333335,1.7777777777777781
4076,bagged,4.0,0.0,4.0
4077,bagged,4.0,0.0,4.0
4078,bagged,0.4444,1.3333333333333335,1.7777777777777781
4079,bagged,0.4444,1.3333333333333335,1.7777777777777781
4080,bagged,1.7778,1.3333333333333335,3.111111111111111
4081,bagged,0.4444,1.3333333333333335,1.7777777777777781
4082,bagged,0.4444,1.3333333333333335,1.7777777777777781
4083,bagged,0.4444,1.3333333333333335,1.7777777777777781
4084,bagged,0.0,0.0,0.0
4085,bagged,0.4444,1.3333333333333335,1.7777777777777781
4086,bagged,0.4444,1.3333333333333335,1.7777777777777781
4087,bagged,4.0,0.0,4.0
4088,bagged,0.0,0.0,0.0
4089,bagged,0.0,0.0,0.0
4090,bagged,0.4444,1.3333333333333335,1.7777777777777781
4091,bagged,1.7778,1.3333333333333335,3.111111111111111
4092,bagged,0.4444,1.3333333333333335,1.7777777777777781
4093,bagged,1.7778,1.3333333333333335,3.111111111111111
4094,bagged,0.0,0.0,0.0
4095,bagged,0.4444,1.3333333333333335,1.7777777777777781
4096,bagged,0.4444,1.3333333333333335,1.7777777777777781
4097,bagged,0.0,0.0,0.0
4098,bagged,0.0,0.0,0.0
4099,bagged,0.4444,1.3333333333333335,1.7777777777777781
4100,bagged,0.4444,1.3333333333333335,1.7777777777777781
4101,bagged,0.0,0.0,0.0
4102,bagged,4.0,0.0,4.0
4103,bagged,1.7778,1.3333333333333335,3.111111111111111
4104,bagged,0.0,0.0,0.0
4105,bagged,0.0,0.0,0.0
4106,bagged,0.0,0.0,0.0
4107,bagged,0.0,0.0,0.0
4108,bagged,0.0,0.0,0.0
4109,bagged,0.4444,1.3333333333333335,1.7777777777777781
4110,bagged,0.0,0.0,0.0
4111,bagged,0.4444,1.3333333333333335,1.7777777777777781
4112,bagged,0.0,0.0,0.0
4113,bagged,0.4444,1.3333333333333335,1.7777777777777781
4114,bagged,0.4444,1.3333333333333335,1.7777777777777781
4115,bagged,1.7778,1.3333333333333335,3.111111111111111
4116,bagged,0.0,0.0,0.0
4117,bagged,0.0,0.0,0.0
4118,bagged,1.7778,1.3333333333333335,3.111111111111111
4119,bagged,1.7778,1.3333333333333335,3.111111111111111
4120,bagged,0.4444,1.3333333333333335,1.7777777777777781
4121,bagged,0.4444,1.3333333333333335,1.7777777777777781
4122,bagged,4.0,0.0,4.0
4123,bagged,0.0,0.0,0.0
4124,bagged,0.0,0.0,0.0
4125,bagged,0.0,0.0,0.0
4126,bagged,0.0,0.0,0.0
4127,bagged,0.4444,1.3333333333333335,1.7777777777777781
4128,bagged,0.0,0.0,0.0
4129,bagged,0.0,0.0,0.0
4130,bagged,0.4444,1.3333333333333335,1.7777777777777781
4131,bagged,0.4444,1.3333333333333335,1.7777777777777781
4132,bagged,0.0,0.0,0.0
4133,bagged,0.0,0.0,0.0
4134,bagged,0.0,0.0,0.0
4135,bagged,0.0,0.0,0.0
4136,bagged,0.0,0.0,0.0
4137,bagged,0.0,0.0,0.0
4138,bagged,0.0,0.0,0.0
4139,bagged,0.0,0.0,0.0
4140,bagged,0.0,0.0,0.0
4141,bagged,4.0,0.0,4.0
4142,bagged,0.0,0.0,0.0
4143,bagged,0.0,0.0,0.0
4144,bagged,0.0,0.0,0.0
4145,bagged,0.4444,1.3333333333333335,1.7777777777777781
4146,bagged,0.0,0.0,0.0
4147,bagged,0.4444,1.3333333333333335,1.7777777777777781
4148,bagged,1.7778,1.3333333333333335,3.111111111111111
4149,bagged,0.0,0.0,0.0
4150,bagged,4.0,0.0,4.0
4151,bagged,0.0,0.0,0.0
4152,bagged,1.7778,1.3333333333333335,3.111111111111111
4153,bagged,0.0,0.0,0.0
4154,bagged,0.0,0.0,0.0
4155,bagged,1.7778,1.3333333333333335,3.111111111111111
4156,bagged,0.4444,1.3333333333333335,1.7777777777777781
4157,bagged,0.0,0.0,0.0
4158,bagged,0.0,0.0,0.0
4159,bagged,0.4444,1.3333333333333335,1.7777777777777781
4160,bagged,0.0,0.0,0.0
4161,bagged,0.4444,1.3333333333333335,1.7777777777777781
4162,bagged,0.0,0.0,0.0
4163,bagged,0.0,0.0,0.0
4164,bagged,0.0,0.0,0.0
4165,bagged,1.7778,1.3333333333333335,3.111111111111111
4166,bagged,0.4444,1.3333333333333335,1.7777777777777781
4167,bagged,0.0,0.0,0.0
4168,bagged,1.7778,1.3333333333333335,3.111111111111111
4169,bagged,0.0,0.0,0.0
4170,bagged,0.4444,1.3333333333333335,1.7777777777777781
4171,bagged,0.4444,1.3333333333333335,1.7777777777777781
4172,bagged,0.0,0.0,0.0
4173,bagged,4.0,0.0,4.0
4174,bagged,0.4444,1.3333333333333335,1.7777777777777781
4175,bagged,0.0,0.0,0.0
4176,bagged,0.0,0.0,0.0
4177,bagged,0.0,0.0,0.0
4178,bagged,0.4444,1.3333333333333335,1.7777777777777781
4179,bagged,0.4444,1.3333333333333335,1.7777777777777781
4180,bagged,0.4444,1.3333333333333335,1.7777777777777781
4181,bagged,0.4444,1.3333333333333335,1.7777777777777781
4182,bagged,0.4444,1.3333333333333335,1.7777777777777781
4183,bagged,0.4444,1.3333333333333335,1.7777777777777781
4184,bagged,0.0,0.0,0.0
4185,bagged,0.0,0.0,0.0
4186,bagged,0.0,0.0,0.0
4187,bagged,1.7778,1.3333333333333335,3.111111111111111
4188,bagged,0.4444,1.3333333333333335,1.7777777777777781
4189,bagged,0.4444,1.3333333333333335,1.7777777777777781
4190,bagged,1.7778,1.3333333333333335,3.111111111111111
4191,bagged,0.4444,1.3333333333333335,1.7777777777777781
4192,bagged,0.4444,1.3333333333333335,1.7777777777777781
4193,bagged,1.7778,1.3333333333333335,3.111111111111111
4194,bagged,0.0,0.0,0.0
4195,bagged,0.4444,1.3333333333333335,1.7777777777777781
4196,bagged,0.4444,1.3333333333333335,1.7777777777777781
4197,bagged,0.0,0.0,0.0
4198,bagged,0.0,0.0,0.0
4199,bagged,0.4444,1.3333333333333335,1.7777777777777781
4200,bagged,0.0,0.0,0.0
4201,bagged,0.0,0.0,0.0
4202,bagged,0.0,0.0,0.0
4203,bagged,0.0,0.0,0.0
4204,bagged,0.0,0.0,0.0
4205,bagged,0.0,0.0,0.0
4206,bagged,0.4444,1.3333333333333335,1.7777777777777781
4207,bagged,0.4444,1.3333333333333335,1.7777777777777781
4208,bagged,0.4444,1.3333333333333335,1.7777777777777781
4209,bagged,0.0,0.0,0.0
4210,bagged,0.0,0.0,0.0
4211,bagged,4.0,0.0,4.0
4212,bagged,0.4444,1.3333333333333335,1.7777777777777781
4213,bagged,1.7778,1.3333333333333335,3.111111111111111
4214,bagged,1.7778,1.3333333333333335,3.111111111111111
4215,bagged,0.4444,1.3333333333333335,1.7777777777777781
4216,bagged,0.4444,1.3333333333333335,1.7777777777777781
4217,bagged,0.4444,1.3333333333333335,1.7777777777777781
4218,bagged,0.0,0.0,0.0
4219,bagged,0.4444,1.3333333333333335,1.7777777777777781
4220,bagged,0.0,0.0,0.0
4221,bagged,0.0,0.0,0.0
4222,bagged,1.7778,1.3333333333333335,3.111111111111111
4223,bagged,0.0,0.0,0.0
4224,bagged,0.4444,1.3333333333333335,1.7777777777777781
4225,bagged,0.4444,1.3333333333333335,1.7777777777777781
4226,bagged,4.0,0.0,4.0
4227,bagged,0.0,0.0,0.0
4228,bagged,0.0,0.0,0.0
4229,bagged,0.0,0.0,0.0
4230,bagged,0.4444,1.3333333333333335,1.7777777777777781
4231,bagged,0.0,0.0,0.0
4232,bagged,0.4444,1.3333333333333335,1.7777777777777781
4233,bagged,0.0,0.0,0.0
4234,bagged,0.0,0.0,0.0
4235,bagged,4.0,0.0,4.0
4236,bagged,0.4444,1.3333333333333335,1.7777777777777781
4237,bagged,0.4444,1.3333333333333335,1.7777777777777781
4238,bagged,1.7778,1.3333333333333335,3.111111111111111
4239,bagged,1.7778,1.3333333333333335,3.111111111111111
4240,bagged,4.0,0.0,4.0
4241,bagged,0.0,0.0,0.0
4242,bagged,0.0,0.0,0.0
4243,bagged,0.4444,1.3333333333333335,1.7777777777777781
4244,bagged,0.4444,1.3333333333333335,1.7777777777777781
4245,bagged,0.4444,1.3333333333333335,1.7777777777777781
4246,bagged,0.4444,1.3333333333333335,1.7777777777777781
4247,bagged,0.0,0.0,0.0
4248,bagged,0.4444,1.3333333333333335,1.7777777777777781
4249,bagged,0.4444,1.3333333333333335,1.7777777777777781
4250,bagged,0.0,0.0,0.0
4251,bagged,0.4444,1.3333333333333335,1.7777777777777781
4252,bagged,0.0,0.0,0.0
4253,bagged,0.4444,1.3333333333333335,1.7777777777777781
4254,bagged,0.4444,1.3333333333333335,1.7777777777777781
4255,bagged,0.0,0.0,0.0
4256,bagged,1.7778,1.3333333333333335,3.111111111111111
4257,bagged,0.0,0.0,0.0
4258,bagged,0.4444,1.3333333333333335,1.7777777777777781
4259,bagged,0.0,0.0,0.0
4260,bagged,1.7778,1.3333333333333335,3.111111111111111
4261,bagged,0.4444,1.3333333333333335,1.7777777777777781
4262,bagged,0.0,0.0,0.0
4263,bagged,0.0,0.0,0.0
4264,bagged,0.4444,1.3333333333333335,1.7777777777777781
4265,bagged,0.4444,1.3333333333333335,1.7777777777777781
4266,bagged,0.4444,1.3333333333333335,1.7777777777777781
4267,bagged,0.4444,1.3333333333333335,1.7777777777777781
4268,bagged,0.0,0.0,0.0
4269,bagged,0.0,0.0,0.0
4270,bagged,0.0,0.0,0.0
4271,bagged,0.4444,1.3333333333333335,1.7777777777777781
4272,bagged,0.0,0.0,0.0
4273,bagged,0.4444,1.3333333333333335,1.7777777777777781
4274,bagged,0.0,0.0,0.0
4275,bagged,0.4444,1.3333333333333335,1.7777777777777781
4276,bagged,0.0,0.0,0.0
4277,bagged,4.0,0.0,4.0
4278,bagged,0.0,0.0,0.0
4279,bagged,0.4444,1.3333333333333335,1.7777777777777781
4280,bagged,0.0,0.0,0.0
4281,bagged,0.4444,1.3333333333333335,1.7777777777777781
4282,bagged,0.0,0.0,0.0
4283,bagged,0.0,0.0,0.0
4284,bagged,0.0,0.0,0.0
4285,bagged,0.0,0.0,0.0
4286,bagged,0.0,0.0,0.0
4287,bagged,0.0,0.0,0.0
4288,bagged,1.7778,1.3333333333333335,3.111111111111111
4289,bagged,0.0,0.0,0.0
4290,bagged,0.4444,1.3333333333333335,1.7777777777777781
4291,bagged,0.4444,1.3333333333333335,1.7777777777777781
4292,bagged,1.7778,1.3333333333333335,3.111111111111111
